name,lat,lng,street,city,type,district,place_id,place_details,rating,reviews,size_category,rating_category
Denner Discount,47.35191440000001,8.719021399999999,Oberlandstrasse 100,Uster,Denner,Uster,ChIJeW7THBilmkcRne4tj-ouTkQ,"{'formatted_address': 'Oberlandstrasse 100, 8610 Uster, Switzerland', 'name': 'Denner Discount', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.2, 'user_ratings_total': 78}",4.2,78.0,Small,Medium
Denner Discount,47.3590099,8.709109699999999,Loren-Allee 22,Uster,Denner,Uster,ChIJzWAsF16jmkcRMu6g-Px4kWQ,"{'formatted_address': 'Loren-Allee 22, 8610 Uster, Switzerland', 'name': 'Denner Discount', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 97}",4.3,97.0,Small,Medium
ALDI SUISSE,47.30333539999999,8.7190912,Isenrietstrasse 20,Mönchaltorf,Aldi,Uster,ChIJOQAmg826mkcRGklDmncoySQ,"{'formatted_address': 'Isenrietstrasse 20, 8617 Mönchaltorf, Switzerland', 'name': 'ALDI SUISSE', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 657}",4.3,657.0,Medium,Medium
ALDI SUISSE,47.3484869,8.7167095,Zürichstrasse 1,Uster,Aldi,Uster,ChIJqVBvYYGlmkcRNGAdvtoKJy4,"{'formatted_address': 'Zürichstrasse 1, 8610 Uster, Switzerland', 'name': 'ALDI SUISSE', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.4, 'user_ratings_total': 162}",4.4,162.0,Small,Medium
Migros-Supermarkt - Fehraltorf,47.3866862,8.7556165,Grundstrasse 4,Fehraltorf,Migros,Pfäffikon,ChIJMULqvtm8mkcR5qFEjtqO0AM,"{'formatted_address': 'Grundstrasse 4, 8320 Fehraltorf, Switzerland', 'name': 'Migros-Supermarkt - Fehraltorf', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 336}",4.3,336.0,Medium,Medium
Migros-Supermarkt - Hittnau,47.3631584,8.825415399999999,Jakob Stutz-Strasse 75,Hittnau,Migros,Pfäffikon,ChIJU17Xzhi8mkcRBP_vw-X-0xA,"{'formatted_address': 'Jakob Stutz-Strasse 75, 8335 Hittnau, Switzerland', 'name': 'Migros-Supermarkt - Hittnau', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 174}",4.3,174.0,Small,Medium
Migros-Supermarkt - Pfäffikon ZH,47.368414,8.7808824,Turmstrasse 9,Pfäffikon,Migros,Pfäffikon,ChIJhWZL0PS8mkcR8YfwJvvcrfo,"{'formatted_address': 'Turmstrasse 9, 8330 Pfäffikon, Switzerland', 'name': 'Migros-Supermarkt - Pfäffikon ZH', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 517}",4.3,517.0,Medium,Medium
Migros-Supermarkt - Wetzikon - Züri-Oberland-Märt,47.3279665,8.8002243,Bahnhofstrasse 151,Wetzikon,Migros,Hinwil,ChIJNYLyfeq7mkcR8AXaP0hn4CU,"{'formatted_address': 'Bahnhofstrasse 151, 8620 Wetzikon, Switzerland', 'name': 'Migros-Supermarkt - Wetzikon - Züri-Oberland-Märt', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 1076}",4.3,1076.0,Large,Medium
Migros-Supermarkt - Gossau ZH,47.3069508,8.757653399999999,Im Zentrum 3,Gossau,Migros,Hinwil,ChIJ52xwg_y6mkcR4-LSQflnK4w,"{'formatted_address': 'Im Zentrum 3, 8625 Gossau, Switzerland', 'name': 'Migros-Supermarkt - Gossau ZH', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.5, 'user_ratings_total': 272}",4.5,272.0,Small,High
Migros-Supermarkt - Unterwetzikon,47.3143471,8.7948042,Hofstrasse 47,Wetzikon,Migros,Hinwil,ChIJWeILzvi7mkcRjp_f_CXUxto,"{'formatted_address': 'Hofstrasse 47, 8620 Wetzikon, Switzerland', 'name': 'Migros-Supermarkt - Unterwetzikon', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.6, 'user_ratings_total': 187}",4.6,187.0,Small,High
Coop Supermarkt Pfäffikon ZH,47.3690721,8.7818946,Turmstrasse 8,Pfäffikon,Coop,Pfäffikon,ChIJZXsQKPW8mkcR12gwx-GclEU,"{'formatted_address': 'Turmstrasse 8, 8330 Pfäffikon, Switzerland', 'name': 'Coop Supermarkt Pfäffikon ZH', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.2, 'user_ratings_total': 375}",4.2,375.0,Medium,Medium
Coop Supermarkt Gossau ZH,47.3055708,8.757349399999999,Büelgass,Gossau,Coop,Hinwil,ChIJ6VDidfy6mkcRuH_1Q__Qy1s,"{'formatted_address': 'Büelgass, 8625 Gossau, Switzerland', 'name': 'Coop Supermarkt Gossau ZH', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.2, 'user_ratings_total': 242}",4.2,242.0,Small,Medium
Coop Supermarkt Hinwil Center,47.3064281,8.8182944,Wässeristrasse 38,Hinwil,Coop,Hinwil,ChIJYaGXe3-5mkcRluF-MMPh3xg,"{'formatted_address': 'Wässeristrasse 38, 8340 Hinwil, Switzerland', 'name': 'Coop Supermarkt Hinwil Center', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.4, 'user_ratings_total': 891}",4.4,891.0,Medium,Medium
Coop Supermarkt Wetzikon,47.3261749,8.7976149,Kirchgasse 4,Wetzikon,Coop,Hinwil,ChIJTXCYP8C7mkcRUNbWT4_olgI,"{'formatted_address': 'Kirchgasse 4, 8620 Wetzikon, Switzerland', 'name': 'Coop Supermarkt Wetzikon', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.1, 'user_ratings_total': 598}",4.1,598.0,Medium,Medium
Coop Supermarkt Fehraltorf,47.3867775,8.7549285,Grundstrasse 1,Fehraltorf,Coop,Pfäffikon,ChIJMdKzyNm8mkcR5IBERUsUgiM,"{'formatted_address': 'Grundstrasse 1, 8320 Fehraltorf, Switzerland', 'name': 'Coop Supermarkt Fehraltorf', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.1, 'user_ratings_total': 216}",4.1,216.0,Small,Medium
Coop Pronto Shop Zürich Klusplatz,47.3639816,8.5670317,Witikonerstr. 15,Zürich,Coop,Zürich,ChIJV-0RKDWnmkcReHFRQHO9q2M,"{'formatted_address': 'Witikonerstr. 15, 8032 Zürich, Switzerland', 'name': 'Coop Pronto Shop Zürich Klusplatz', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0600'}}], 'weekday_text': ['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 171}",4.3,171.0,Small,Medium
Coop Supermarkt Mönchaltorf,47.3063668,8.7207559,Esslingerstrasse 20,Mönchaltorf,Coop,Uster,ChIJxwwDRAC7mkcR63S919XauZg,"{'formatted_address': 'Esslingerstrasse 20, 8617 Mönchaltorf, Switzerland', 'name': 'Coop Supermarkt Mönchaltorf', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.8, 'user_ratings_total': 29}",4.8,29.0,Small,High
Coop Pronto Shop mit Tankstelle Volketswil Lindenstrasse,47.388758,8.679061299999999,Lindenstrasse 1,Volketswil,Coop,Uster,ChIJQVXnsLGjmkcRUjajJT1tHhE,"{'formatted_address': 'Lindenstrasse 1, 8604 Volketswil, Switzerland', 'name': 'Coop Pronto Shop mit Tankstelle Volketswil Lindenstrasse', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0600'}}], 'weekday_text': ['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']}, 'rating': 4.2, 'user_ratings_total': 278}",4.2,278.0,Small,Medium
Coop Pronto Shop Wetzikon Bahnhof,47.318001,8.7927882,Rapperswilerstrasse 4,Wetzikon,Coop,Hinwil,ChIJRQca3iu7mkcRWQsY964_HGE,"{'formatted_address': 'Rapperswilerstrasse 4, 8620 Wetzikon, Switzerland', 'name': 'Coop Pronto Shop Wetzikon Bahnhof', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0600'}}], 'weekday_text': ['Monday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200911:00\u202fPM']}, 'rating': 3.9, 'user_ratings_total': 60}",3.9,60.0,Small,Low
